,Road,Road zips,nom3_x,id,town_id,count_x,suburb,nom2_x,count_y,subnb_tot,plus,admin_id,type,url,child_url,admin_nom,admin_nom2,admin_nom3,admin_nom_en,Town,nom2_y,nom3_y,Town zips,iso2,nuts,fips,ign,hasc,nb,subnb,capital,suburbs
701,Siston Lane,BS16 9LR,,52753283,12730694,2,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Siston,,,,,Siston,,,"BS16 9LR, BS16 9LS, BS16 9LT",,,,,,0,2,False,
702,The Avenue,"BS9 1PA, BS9 1PB, BS9 1PD, BS9 1PE, BS9 1PF",,27827819,10994133,1,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Sneyd Park,,,,,Sneyd Park,,,BS9,,,,,,0,1,False,
703,Greenway Lane,BS10 5DQ,,27205423,4031880,4,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southmead,,,,,Southmead,,,BS10,,,,,,0,4,False,
704,Kingsholm Road,"BS10 5LH, BS10 5LJ",,28684122,4031880,4,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southmead,,,,,Southmead,,,BS10,,,,,,0,4,False,
705,Lydney Road,"BS10 5JR, BS10 5JS, BS10 5JU, BS10 5JX, BS10 5JY, BS10 5JZ",,28565824,4031880,4,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southmead,,,,,Southmead,,,BS10,,,,,,0,4,False,
706,Westleigh Close,BS10 5HD,,28174154,4031880,4,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southmead,,,,,Southmead,,,BS10,,,,,,0,4,False,
707,Birch Road,"BS3 1PE, BS3 1PF",,28834361,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
708,Brook Road,BS3 1AJ,,28831865,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
709,Cooperage Lane,"BS3 1FF, BS3 1FG, BS3 1FH",,54202677,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
710,Coronation Road,"BS3 1AA, BS3 1AR, BS3 1AS, BS3 1AT, BS3 1AX, BS3 1AZ, BS3 1FE, BS3 1RE, BS3 1RF, BS3 1RL, BS3 1RN, BS3 1RP, BS3 1RQ, BS3 1RS, BS3 1RT",,28826121,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
711,Dean Street,BS3 1BB,,28826700,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
712,Edgeware Road,BS3 1PN,,27849966,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
713,Exeter Road,"BS3 1LY, BS3 1LZ",,28093140,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
714,Fairfield Road,BS3 1LG,,27863964,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
715,Greenbank Road,"BS3 1RH, BS3 1RJ",,28647379,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
716,Greville Road,"BS3 1ET, BS3 1LA",,28717767,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
717,Hamilton Road,"BS3 1NZ, BS3 1PA, BS3 1PB",,27979535,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
718,Howard Road,"BS3 1QE, BS3 1QH",,28702759,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
719,Leighton Road,"BS3 1NR, BS3 1NS, BS3 1NT, BS3 1NU",,28679396,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
720,Lime Road,"BS3 1LS, BS3 1LT",,28118518,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
721,Morley Road,"BS3 1DL, BS3 1DT",,27792277,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
722,Osborne Road,"BS3 1PR, BS3 1PW",,27025193,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
723,Park Road,"BS3 1PJ, BS3 1PU",,27756706,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
724,Pembroke Road,BS3 1PP,,27487483,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
725,Saint Johns Road,"BS3 1AL, BS3 1FN, BS3 1FP, BS3 1FR",,27513037,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
726,Vicarage Road,BS3 1PD,,27458016,11023840,20,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Southville,,,,,Southville,,,BS3,,,,,,0,20,False,
727,Brook Road,"BS5 7TA, BS5 7TE",,27356948,11024056,6,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Speedwell,,,,,Speedwell,,,BS5,,,,,,0,6,False,
728,Deans Drive,"BS5 7UA, BS5 7XQ",,27877839,11024056,6,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Speedwell,,,,,Speedwell,,,BS5,,,,,,0,6,False,
729,Holly Close,"BS5 7XP, BS5 7XR",,28777203,11024056,6,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Speedwell,,,,,Speedwell,,,BS5,,,,,,0,6,False,
730,Poplar Road,BS5 7TP,,27136937,11024056,6,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Speedwell,,,,,Speedwell,,,BS5,,,,,,0,6,False,
731,Ventnor Road,"BS5 7SG, BS5 7SQ",,28604809,11024056,6,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Speedwell,,,,,Speedwell,,,BS5,,,,,,0,6,False,
732,Whitefield Avenue,"BS5 7TR, BS5 7TT, BS5 7TU, BS5 7TX",,28484336,11024056,6,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Speedwell,,,,,Speedwell,,,BS5,,,,,,0,6,False,
733,Admiral Close,BS16 1WN,,27812363,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
734,Baileys Mead Road,BS16 1AE,,28137115,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
735,Barkleys Hill,"BS16 1AD, BS16 1FB, BS16 1FF",,28045747,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
736,Blackberry Hill,"BS16 1ED, BS16 1EG, BS16 1XH, BS16 1XJ, BS16 1XL, BS16 1XP, BS16 1XQ, BS16 1XR, BS16 1XS, BS16 1XT, BS16 1XU, BS16 1XW, BS16 1XX",,28756754,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
737,Brook Lane,BS16 1EA,,27709679,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
738,Casson Drive,"BS16 1WP, BS16 1WR",,28512620,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
739,Estcourt Gardens,BS16 1EF,,27022938,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
740,Foxglove Close,"BS16 1XA, BS16 1XD",,27056605,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
741,Grove View,BS16 1DS,,26941592,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
742,Hawksmoor Lane,BS16 1WS,,28496977,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
743,Heath House Lane,BS16 1EQ,,28337575,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
744,Jekyll Close,BS16 1UX,,26860918,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
745,Jellicoe Avenue,"BS16 1WD, BS16 1WJ",,27951718,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
746,Kent Mews,BS16 1WU,,28545500,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
747,Lancelot Road,BS16 1WG,,27473149,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
748,Little Parr Close,BS16 1AF,,27583140,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
749,Lutyens Close,BS16 1WL,,27708974,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
750,Park Road,"BS16 1AA, BS16 1AT, BS16 1AU, BS16 1AY, BS16 1AZ, BS16 1BA, BS16 1BD, BS16 1DT, BS16 1DW",,28806839,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
751,Parnell Road,"BS16 1WA, BS16 1ZS",,27488011,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
752,Paxton,BS16 1WF,,28173528,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
753,Quarry Way,BS16 1UP,,28498178,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
754,Thomas Way,BS16 1WT,,27417106,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
755,Trellick Walk,BS16 1WQ,,28799327,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
756,Vanbrugh Lane,BS16 1GX,,26890139,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
757,Wren Close,BS16 1WB,,27188277,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
758,Wright Way,"BS16 1WE, BS16 1WH",,28867251,11023666,26,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stapleton,,,,,Stapleton,,,BS16,,,,,,0,26,False,
759,Linden Close,BS14 8JG,,28728511,4031896,1,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stockwood,,,,,Stockwood,,,BS14 8JG,,,,,,0,1,False,
760,Church Avenue,BS9 1LD,,28514522,4032199,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stoke Bishop,,,,,Stoke Bishop,,,BS9,,,,,,0,9,False,
761,Church Road,"BS9 1JS, BS9 1JT, BS9 1JU, BS9 1QL, BS9 1QN, BS9 1QP, BS9 1QT, BS9 1QW",,28519311,4032199,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stoke Bishop,,,,,Stoke Bishop,,,BS9,,,,,,0,9,False,
762,Clifton High Grove,BS9 1TU,,27954669,4032199,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stoke Bishop,,,,,Stoke Bishop,,,BS9,,,,,,0,9,False,
763,Downleaze,"BS9 1LT, BS9 1LU, BS9 1LX, BS9 1LY, BS9 1LZ, BS9 1NA, BS9 1NB",,28654039,4032199,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stoke Bishop,,,,,Stoke Bishop,,,BS9,,,,,,0,9,False,
764,Druid Close,BS9 1RZ,,28139390,4032199,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stoke Bishop,,,,,Stoke Bishop,,,BS9,,,,,,0,9,False,
765,Parrys Grove,BS9 1TT,,26869838,4032199,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stoke Bishop,,,,,Stoke Bishop,,,BS9,,,,,,0,9,False,
766,Queens Gate,BS9 1TZ,,28100140,4032199,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stoke Bishop,,,,,Stoke Bishop,,,BS9,,,,,,0,9,False,
767,Shaplands,BS9 1AY,,27579508,4032199,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stoke Bishop,,,,,Stoke Bishop,,,BS9,,,,,,0,9,False,
768,Stoke Park Road,BS9 1FE,,27924145,4032199,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Stoke Bishop,,,,,Stoke Bishop,,,BS9,,,,,,0,9,False,
769,Approach Road,BS1 6QH,,52753284,11023538,4,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Temple Meads,,,,,Temple Meads,,,BS1,,,,,,0,4,False,
770,Bristol Temple Meads Railway Station,BS1 6QF,,52753285,11023538,4,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Temple Meads,,,,,Temple Meads,,,BS1,,,,,,0,4,False,
771,Lower Approach Road,BS1 6QS,,27438410,11023538,4,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Temple Meads,,,,,Temple Meads,,,BS1,,,,,,0,4,False,
772,Temple Gate,BS1 6QA,,26794097,11023538,4,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Temple Meads,,,,,Temple Meads,,,BS1,,,,,,0,4,False,
773,Angers Road,BS4 3AF,,27899966,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
774,Bath Road,"BS4 3ED, BS4 3EF",,27667035,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
775,Bellevue Road,BS4 2BG,,28260207,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
776,Bellevue Terrace,BS4 2BH,,27178089,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
777,Cambridge Street,BS3 4TG,,28683750,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
778,Henry Street,BS3 4UD,,28612656,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
779,Hill Street,"BS3 4TP, BS3 4TR, BS3 4TS, BS3 4TW",,28018258,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
780,Kingstree Street,BS4 3AH,,28392755,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
781,New Walls,"BS4 3TA, BS4 3TB",,28736273,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
782,Oxford Street,"BS3 4RH, BS3 4RJ, BS3 4RL, BS3 4RQ",,28133997,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
783,Park Street,"BS4 3BH, BS4 3BJ, BS4 3BL",,28327402,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
784,School Road,"BS4 3BN, BS4 3BW, BS4 3DJ",,27784779,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
785,William Street,"BS3 4TT, BS3 4TU, BS3 4TX, BS3 4TY",,28868459,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
786,Windsor Terrace,"BS3 4UF, BS3 4UG, BS3 4UQ",,28478295,4032127,14,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Totterdown,,,,,Totterdown,,,"BS3, BS4",,,,,,0,14,False,
787,Elmdale Road,"BS8 1SF, BS8 1SG, BS8 1SH, BS8 1SL, BS8 1SY, BS8 1SZ",,28421306,4032193,2,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Tyndalls Park,,,,,Tyndalls Park,,,BS8,,,,,,0,2,False,
788,Elton Road,BS8 1SJ,,28265957,4032193,2,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Tyndalls Park,,,,,Tyndalls Park,,,BS8,,,,,,0,2,False,
789,Albert Place,BS9 4AF,,27414122,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
790,Alexandra Road,BS10 5DY,,26994697,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
791,Bellevue Cottages,BS9 3AQ,,28066792,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
792,Bibury Crescent,"BS9 4PP, BS9 4PW",,28105583,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
793,Bishop Manor Road,"BS10 5BA, BS10 5BB, BS10 5BD",,27757962,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
794,Burghill Road,"BS10 6EZ, BS10 6NQ",,28659024,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
795,Channells Hill,"BS9 3AE, BS9 3EU, BS9 3HZ",,28654923,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
796,Cherington Road,"BS10 5BH, BS10 5BJ, BS10 5BL",,28406787,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
797,Cheriton Place,"BS9 4AP, BS9 4AW",,28228724,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
798,Church Road,"BS9 3EF, BS9 3EQ",,28870409,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
799,College Road,"BS9 3EH, BS9 3EJ, BS9 3EZ",,28721447,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
800,Cote Drive,BS9 3UP,,28566337,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
801,Dorset Road,"BS9 4BJ, BS9 4BL",,28142347,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
802,Eastfield Road,"BS9 4AD, BS9 4AE, BS9 4AG, BS9 4AL, BS9 4AN, BS9 4AR, BS9 4AT",,28836191,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
803,Eastleigh Road,"BS10 5RE, BS10 5RH, BS10 5RW",,27807059,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
804,"Eastleigh Road, Windermere",BS10 5RP,,27413697,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
805,Francis Road,BS10 5DZ,,26998082,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
806,Grange Park,"BS9 4BP, BS9 4BU",,28317768,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
807,Hawthorn Rise,BS10 6SZ,,28325862,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
808,Henbury Road,"BS9 3HJ, BS9 3HQ, BS9 3NP, BS9 3NQ",,28835829,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
809,High Street,"BS9 3BF, BS9 3BY, BS9 3DA, BS9 3DR, BS9 3DU, BS9 3DZ, BS9 3ED, BS9 3EE",,28511996,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
810,Lysander Road,"BS10 7FF, BS10 7TS, BS10 7TY, BS10 7TZ, BS10 7UA, BS10 7UB, BS10 7UG",,28698566,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
811,Orchard Close,BS9 1AS,,26753948,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
812,Park Grove,"BS9 4LF, BS9 4LG, BS9 4LQ, BS9 4NY, BS9 4NZ",,28780387,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
813,Passage Road,BS10 7FE,,28772962,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
814,Radnor Road,BS9 4DX,,27597244,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
815,Robin Close,BS10 6JG,,27769331,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
816,Southfield Road,"BS9 3BG, BS9 3BH, BS9 3BJ, BS9 3BL, BS9 3BQ",,28403009,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
817,Southmead Road,"BS10 5DL, BS10 5DR, BS10 5DT, BS10 5DW, BS10 5DX, BS10 5EA, BS10 5EL, BS10 5EN, BS10 5EW, BS10 5FN, BS10 5LG, BS10 5LP, BS10 5LR, BS10 5LT, BS10 5LW, BS10 5LZ, BS10 5NB, BS10 5NE, BS10 5NF, BS10 5NG, BS10 5NH, BS10 5NL, BS9 4LX",,28843658,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
818,Stoke Lane,"BS9 3DL, BS9 3DN, BS9 3DP, BS9 3DW, BS9 3RH, BS9 3RJ, BS9 3RN, BS9 3RP, BS9 3RR, BS9 3RS, BS9 3RT, BS9 3RU, BS9 3RW, BS9 3RX, BS9 3SN, BS9 3SP, BS9 3SW",,28785231,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
